ID,COUNTRY_NAME,ISO2,ADMIN1,ADMIN2,SITE_NAME,SITE_CODE,LATITUDE,LONGITUDE,ASSAY_TYPE,TEST_TYPE,INSECTICIDE_CLASS,INSECTICIDE_TYPE,INSECTICIDE_CONC,INSECTICIDE_INTENSITY,YEAR_START,SPECIES,STAGE_ORIGIN,MOSQUITO_NUMBER,TEST_TIME,MORTALITY_ADJUSTED,RESISTANCE_STATUS,DATA_SOURCE,CITATION,CITATION_URL,DATA_CURATOR
DISPUB24_Q7YC2Y,Côte d’Ivoire,CI,Grands Ponts,Jacqueville,Jacqueville,IRCI86,5.207469,-4.424756,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Deltamethrin,0.05%,1,2021,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),102,24hrs,0.00,Confirmed resistance,Centre Suisse de Recherches Scientifiques en Côte d'Ivoire,Chabi J et al. (2024) Level of involvement of four selected cytochrome P450s (CYPs) in pyrethroid-resistant Anopheles gambiae (s.s.) and Anopheles coluzzii across Côte d'Ivoire. Curr Res Parasitol Vector Borne Dis. 2024 Oct 19;6:100223.,https://pubmed.ncbi.nlm.nih.gov/39624208/,World Health Organization
DISPUB24_S4WX6C,Côte d’Ivoire,CI,Lacs,N'Zi,Dimbokro,IRCI113,6.650000,-4.700000,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Permethrin,0.75%,1,2022,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),75,24hrs,4.00,Confirmed resistance,Centre Suisse de Recherches Scientifiques en Côte d'Ivoire,Chabi J et al. (2024) Level of involvement of four selected cytochrome P450s (CYPs) in pyrethroid-resistant Anopheles gambiae (s.s.) and Anopheles coluzzii across Côte d'Ivoire. Curr Res Parasitol Vector Borne Dis. 2024 Oct 19;6:100223.,https://pubmed.ncbi.nlm.nih.gov/39624208/,World Health Organization
DISPUB24_S6SY5M,Côte d’Ivoire,CI,Kabadougou,Odienné,Odienné,IRCI51,9.503715,-7.579168,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Alpha-cypermethrin,0.05%,1,2021,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),96,24hrs,5.20,Confirmed resistance,Centre Suisse de Recherches Scientifiques en Côte d'Ivoire,Chabi J et al. (2024) Level of involvement of four selected cytochrome P450s (CYPs) in pyrethroid-resistant Anopheles gambiae (s.s.) and Anopheles coluzzii across Côte d'Ivoire. Curr Res Parasitol Vector Borne Dis. 2024 Oct 19;6:100223.,https://pubmed.ncbi.nlm.nih.gov/39624208/,World Health Organization
DISPUB24_T1TO2C,Côte d’Ivoire,CI,Gbeke,Beoumi,Beoumi,IRCI90,7.672502,-5.593886,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Permethrin,0.75%,1,2021,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),95,24hrs,10.00,Confirmed resistance,Centre Suisse de Recherches Scientifiques en Côte d'Ivoire,Chabi J et al. (2024) Level of involvement of four selected cytochrome P450s (CYPs) in pyrethroid-resistant Anopheles gambiae (s.s.) and Anopheles coluzzii across Côte d'Ivoire. Curr Res Parasitol Vector Borne Dis. 2024 Oct 19;6:100223.,https://pubmed.ncbi.nlm.nih.gov/39624208/,World Health Organization
DISPUB24_T6DJ5V,Côte d’Ivoire,CI,Gbeke,Sakassou,Sakassou,IRCI87,7.442324,-5.293114,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Permethrin,0.75%,1,2021,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),97,24hrs,9.26,Confirmed resistance,Centre Suisse de Recherches Scientifiques en Côte d'Ivoire,Chabi J et al. (2024) Level of involvement of four selected cytochrome P450s (CYPs) in pyrethroid-resistant Anopheles gambiae (s.s.) and Anopheles coluzzii across Côte d'Ivoire. Curr Res Parasitol Vector Borne Dis. 2024 Oct 19;6:100223.,https://pubmed.ncbi.nlm.nih.gov/39624208/,World Health Organization
DISPUB24_V6AU8V,Côte d’Ivoire,CI,Agneby-Tiassa,Agboville,Agboville,IRCI5,5.931800,-4.218100,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Alpha-cypermethrin,0.05%,1,2022,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,24hrs,4.00,Confirmed resistance,Centre Suisse de Recherches Scientifiques en Côte d'Ivoire,Chabi J et al. (2024) Level of involvement of four selected cytochrome P450s (CYPs) in pyrethroid-resistant Anopheles gambiae (s.s.) and Anopheles coluzzii across Côte d'Ivoire. Curr Res Parasitol Vector Borne Dis. 2024 Oct 19;6:100223.,https://pubmed.ncbi.nlm.nih.gov/39624208/,World Health Organization
DISPUB24_V8AO8F,Côte d’Ivoire,CI,Me,Adzope,Adzopé,IRCI4,6.106900,-3.861900,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Deltamethrin,0.05%,1,2021,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),48,24hrs,6.00,Confirmed resistance,Centre Suisse de Recherches Scientifiques en Côte d'Ivoire,Chabi J et al. (2024) Level of involvement of four selected cytochrome P450s (CYPs) in pyrethroid-resistant Anopheles gambiae (s.s.) and Anopheles coluzzii across Côte d'Ivoire. Curr Res Parasitol Vector Borne Dis. 2024 Oct 19;6:100223.,https://pubmed.ncbi.nlm.nih.gov/39624208/,World Health Organization
DISPUB24_V8OL9F,Côte d’Ivoire,CI,Sud-Comoe,Aboisso,Aboisso,IRCI84,5.473000,-3.211080,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Deltamethrin,0.05%,1,2021,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),83,24hrs,0.00,Confirmed resistance,Centre Suisse de Recherches Scientifiques en Côte d'Ivoire,Chabi J et al. (2024) Level of involvement of four selected cytochrome P450s (CYPs) in pyrethroid-resistant Anopheles gambiae (s.s.) and Anopheles coluzzii across Côte d'Ivoire. Curr Res Parasitol Vector Borne Dis. 2024 Oct 19;6:100223.,https://pubmed.ncbi.nlm.nih.gov/39624208/,World Health Organization
DISPUB24_W2SY1A,Côte d’Ivoire,CI,Bounkani,Bouna,Bouna,IRCI17,9.271000,-2.992000,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Deltamethrin,0.05%,1,2021,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),81,24hrs,24.69,Confirmed resistance,Centre Suisse de Recherches Scientifiques en Côte d'Ivoire,Chabi J et al. (2024) Level of involvement of four selected cytochrome P450s (CYPs) in pyrethroid-resistant Anopheles gambiae (s.s.) and Anopheles coluzzii across Côte d'Ivoire. Curr Res Parasitol Vector Borne Dis. 2024 Oct 19;6:100223.,https://pubmed.ncbi.nlm.nih.gov/39624208/,World Health Organization
DISPUB24_W8OW0R,Côte d’Ivoire,CI,Me,Adzope,Adzopé,IRCI4,6.106900,-3.861900,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Alpha-cypermethrin,0.05%,1,2021,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),56,24hrs,10.71,Confirmed resistance,Centre Suisse de Recherches Scientifiques en Côte d'Ivoire,Chabi J et al. (2024) Level of involvement of four selected cytochrome P450s (CYPs) in pyrethroid-resistant Anopheles gambiae (s.s.) and Anopheles coluzzii across Côte d'Ivoire. Curr Res Parasitol Vector Borne Dis. 2024 Oct 19;6:100223.,https://pubmed.ncbi.nlm.nih.gov/39624208/,World Health Organization
DISPUB24_Y6PY5P,Côte d’Ivoire,CI,San-Pédro,San-Pédro,San-Pédro,IRCI57,4.758807,-6.691275,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Alpha-cypermethrin,0.05%,1,2021,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),78,24hrs,2.60,Confirmed resistance,Centre Suisse de Recherches Scientifiques en Côte d'Ivoire,Chabi J et al. (2024) Level of involvement of four selected cytochrome P450s (CYPs) in pyrethroid-resistant Anopheles gambiae (s.s.) and Anopheles coluzzii across Côte d'Ivoire. Curr Res Parasitol Vector Borne Dis. 2024 Oct 19;6:100223.,https://pubmed.ncbi.nlm.nih.gov/39624208/,World Health Organization
DISPUB24_Z5BI2U,Côte d’Ivoire,CI,Haut-Sassandra,Daloa,Daloa,IRCI19,6.877700,-6.451300,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Alpha-cypermethrin,0.05%,1,2021,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),78,24hrs,12.80,Confirmed resistance,Centre Suisse de Recherches Scientifiques en Côte d'Ivoire,Chabi J et al. (2024) Level of involvement of four selected cytochrome P450s (CYPs) in pyrethroid-resistant Anopheles gambiae (s.s.) and Anopheles coluzzii across Côte d'Ivoire. Curr Res Parasitol Vector Borne Dis. 2024 Oct 19;6:100223.,https://pubmed.ncbi.nlm.nih.gov/39624208/,World Health Organization
GIL0116,Côte d’Ivoire,CI,Bounkani,Nassian,Nassian,IRCI93,8.452464,-3.476014,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Deltamethrin,0.05%,1,2016,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,24hrs,40.00,Confirmed resistance,Institut Pierre Richet (IPR),"Oumbouke et al.. (2020) Fine scale spatial investigation of multiple insecticide resistance and underlying target-site and metabolic mechanisms in Anopheles gambiae in central Côte d’Ivoire. Scientific Reports volume 10, Article number: 15066 (2020)",https://pubmed.ncbi.nlm.nih.gov/32934291/,World Health Organization
GIL0120,Côte d’Ivoire,CI,Hambol,Katiola,Akazankro,IRCI97,8.033333,-5.150000,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Deltamethrin,0.05%,1,2016,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,24hrs,37.00,Confirmed resistance,Institut Pierre Richet (IPR),"Oumbouke et al.. (2020) Fine scale spatial investigation of multiple insecticide resistance and underlying target-site and metabolic mechanisms in Anopheles gambiae in central Côte d’Ivoire. Scientific Reports volume 10, Article number: 15066 (2020)",https://pubmed.ncbi.nlm.nih.gov/32934291/,World Health Organization
GIL0124,Côte d’Ivoire,CI,Bounkani,Nassian,Nassian,IRCI93,8.452464,-3.476014,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Cyfluthrin,0.15%,1,2016,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,24hrs,40.00,Confirmed resistance,Institut Pierre Richet (IPR),"Oumbouke et al.. (2020) Fine scale spatial investigation of multiple insecticide resistance and underlying target-site and metabolic mechanisms in Anopheles gambiae in central Côte d’Ivoire. Scientific Reports volume 10, Article number: 15066 (2020)",https://pubmed.ncbi.nlm.nih.gov/32934291/,World Health Organization
GIL0133,Côte d’Ivoire,CI,Hambol,Dabakala,Dabakala,IRCI92,8.363330,-4.428611,Discriminating concentration bioassays,WHO tube test,Carbamates,Bendiocarb,0.1%,1,2016,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,24hrs,44.00,Confirmed resistance,Institut Pierre Richet (IPR),"Oumbouke et al.. (2020) Fine scale spatial investigation of multiple insecticide resistance and underlying target-site and metabolic mechanisms in Anopheles gambiae in central Côte d’Ivoire. Scientific Reports volume 10, Article number: 15066 (2020)",https://pubmed.ncbi.nlm.nih.gov/32934291/,World Health Organization
GIL0135,Côte d’Ivoire,CI,Gbeke,Beoumi,Beoumi,IRCI90,7.672502,-5.593886,Discriminating concentration bioassays,WHO tube test,Carbamates,Bendiocarb,0.1%,1,2016,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,24hrs,31.00,Confirmed resistance,Institut Pierre Richet (IPR),"Oumbouke et al.. (2020) Fine scale spatial investigation of multiple insecticide resistance and underlying target-site and metabolic mechanisms in Anopheles gambiae in central Côte d’Ivoire. Scientific Reports volume 10, Article number: 15066 (2020)",https://pubmed.ncbi.nlm.nih.gov/32934291/,World Health Organization
GIL0138,Côte d’Ivoire,CI,Hambol,Katiola,Kouakro,IRCI95,8.383333,-5.133333,Discriminating concentration bioassays,WHO tube test,Carbamates,Bendiocarb,0.1%,1,2016,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,24hrs,51.00,Confirmed resistance,Institut Pierre Richet (IPR),"Oumbouke et al.. (2020) Fine scale spatial investigation of multiple insecticide resistance and underlying target-site and metabolic mechanisms in Anopheles gambiae in central Côte d’Ivoire. Scientific Reports volume 10, Article number: 15066 (2020)",https://pubmed.ncbi.nlm.nih.gov/32934291/,World Health Organization
GIL0142,Côte d’Ivoire,CI,Indenie-Djuablin,Bettie,Bettie,IRCI91,6.070502,-3.420461,Discriminating concentration bioassays,WHO tube test,Organochlorines,DDT,4%,1,2016,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),100,24hrs,3.00,Confirmed resistance,Institut Pierre Richet (IPR),"Oumbouke et al.. (2020) Fine scale spatial investigation of multiple insecticide resistance and underlying target-site and metabolic mechanisms in Anopheles gambiae in central Côte d’Ivoire. Scientific Reports volume 10, Article number: 15066 (2020)",https://pubmed.ncbi.nlm.nih.gov/32934291/,World Health Organization
IR000001048,Côte d’Ivoire,CI,Tonkpi,Danane,Danané,IRCI20,7.260859,-8.184943,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Deltamethrin,0.05%,1,2010,An. gambiae s.l.,NR,89,24hrs,100.00,Susceptible,Not available,Etude de la sensibilité des vecteurs du paludisme aux insecticides dans la région de Djibouti.,NA,World Health Organization
IR000002456,Côte d’Ivoire,CI,Agneby-Tiassa,Tiassale,Tiassale,IRCI67,5.890861,-4.830361,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Deltamethrin,0.05%,1,2010,An. gambiae s.l.,NR,Not available,Not available,64.40,Confirmed resistance,N/A,Chouaibou et al. (2014) Synergist bioassays: A simple method for initial metabolic resistance investigation of field Anopheles gambiae s.l. populations. Acta Trop. 2014 Feb; 130: 108–111,https://www.ncbi.nlm.nih.gov/pubmed/24191946,World Health Organization
IR000005464,Côte d’Ivoire,CI,Agneby-Tiassa,Tiassale,Tiassale,IRCI67,5.890861,-4.830361,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Permethrin,0.75%,1,2011,An. coluzzii,NR,288,24hrs,24.00,Confirmed resistance,N/A,"Edi et al. (2012) Multiple-insecticide resistance in Anopheles gambiae mosquitoes, Southern Côte d'Ivoire.. Emerg Infect Dis. 18(9):1508-11",https://www.ncbi.nlm.nih.gov/pubmed/22932478,World Health Organization
IR000005773,Côte d’Ivoire,CI,Indenie-Djuablin,Abengourou,Abengourou,IRCI1,6.729096,-3.496320,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Permethrin,0.75%,1,2012,An. gambiae s.s.,F0_ADULTS_(FROM_WILD_LARVAE),101,24hrs,61.80,Confirmed resistance,IPR,Koffi et al. (2013) Re-visiting insecticide resistance status in Anopheles gambiae from Côte d'Ivoire: a nation-wide informative survey. PLoS One. 2013 Dec 16;8(12):e82387,https://www.ncbi.nlm.nih.gov/pubmed/24358177,World Health Organization
IR000005774,Côte d’Ivoire,CI,Indenie-Djuablin,Abengourou,Abengourou,IRCI1,6.729096,-3.496320,Discriminating concentration bioassays,WHO tube test,Organophosphates,Pirimiphos-methyl,0.25%,1,2012,An. gambiae s.s.,F0_ADULTS_(FROM_WILD_LARVAE),75,24hrs,100.00,Undetermined,IPR,Koffi et al. (2013) Re-visiting insecticide resistance status in Anopheles gambiae from Côte d'Ivoire: a nation-wide informative survey. PLoS One. 2013 Dec 16;8(12):e82387,https://www.ncbi.nlm.nih.gov/pubmed/24358177,World Health Organization
IR000007181,Côte d’Ivoire,CI,Poro,Korhogo 2,Korhogo,IRCI37,9.450654,-5.626144,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Deltamethrin,0.05%,1,2012,An. gambiae s.s.,NR,97,24hrs,39.00,Confirmed resistance,N/A,Koffi et al. (2013) Re-visiting insecticide resistance status in Anopheles gambiae from Côte d'Ivoire: a nation-wide informative survey. PLoS One. 2013 Dec 16;8(12):e82387,https://www.ncbi.nlm.nih.gov/pubmed/24358177,World Health Organization
IR000007190,Côte d’Ivoire,CI,Poro,Korhogo 2,Korhogo,IRCI37,9.450654,-5.626144,Discriminating concentration bioassays,WHO tube test,Organophosphates,Pirimiphos-methyl,0.25%,1,2012,An. gambiae s.s.,F0_ADULTS_(FROM_WILD_LARVAE),52,24hrs,82.70,Undetermined,IPR,Koffi et al. (2013) Re-visiting insecticide resistance status in Anopheles gambiae from Côte d'Ivoire: a nation-wide informative survey. PLoS One. 2013 Dec 16;8(12):e82387,https://www.ncbi.nlm.nih.gov/pubmed/24358177,World Health Organization
IR000007392,Côte d’Ivoire,CI,Gbeke,Botro,M'be,IRCI41,7.970240,-5.209960,Discriminating concentration bioassays,WHO tube test,Organophosphates,Pirimiphos-methyl,0.25%,1,2012,An. gambiae s.s.,F0_ADULTS_(FROM_WILD_LARVAE),209,24hrs,98.10,Undetermined,IPR,"Koffi et al. (2013) Insecticide resistance status of Anopheles gambiae s.s population from M'Bé: a WHOPES-labelled experimental hut station, 10 years after the political crisis in Côte d'Ivoire. Malar J. 2013 May 4;12:151",https://www.ncbi.nlm.nih.gov/pubmed/23641777,World Health Organization
IR000007397,Côte d’Ivoire,CI,Kabadougou,Odienne,Katiola,IRCI35,9.659167,-7.629722,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Alpha-cypermethrin,0.05%,1,2012,An. gambiae s.s.,NR,197,24hrs,67.90,Confirmed resistance,N/A,"Koffi et al. (2013) Insecticide resistance status of Anopheles gambiae s.s population from M'Bé: a WHOPES-labelled experimental hut station, 10 years after the political crisis in Côte d'Ivoire. Malar J. 2013 May 4;12:151",https://www.ncbi.nlm.nih.gov/pubmed/23641777,World Health Organization
IR000007399,Côte d’Ivoire,CI,Kabadougou,Odienne,Katiola,IRCI35,9.659167,-7.629722,Discriminating concentration bioassays,WHO tube test,Carbamates,Bendiocarb,0.1%,1,2012,An. gambiae s.s.,NR,206,24hrs,79.60,Confirmed resistance,N/A,"Koffi et al. (2013) Insecticide resistance status of Anopheles gambiae s.s population from M'Bé: a WHOPES-labelled experimental hut station, 10 years after the political crisis in Côte d'Ivoire. Malar J. 2013 May 4;12:151",https://www.ncbi.nlm.nih.gov/pubmed/23641777,World Health Organization
IR000007403,Côte d’Ivoire,CI,Kabadougou,Odienne,Katiola,IRCI35,9.659167,-7.629722,Discriminating concentration bioassays,WHO tube test,Organochlorines,DDT,4%,1,2012,An. gambiae s.s.,NR,193,24hrs,3.10,Confirmed resistance,N/A,"Koffi et al. (2013) Insecticide resistance status of Anopheles gambiae s.s population from M'Bé: a WHOPES-labelled experimental hut station, 10 years after the political crisis in Côte d'Ivoire. Malar J. 2013 May 4;12:151",https://www.ncbi.nlm.nih.gov/pubmed/23641777,World Health Organization
IR000007409,Côte d’Ivoire,CI,Kabadougou,Odienne,Katiola,IRCI35,9.659167,-7.629722,Discriminating concentration bioassays,WHO tube test,Organophosphates,Fenitrothion,1%,1,2012,An. gambiae s.s.,NR,209,24hrs,95.20,Possible resistance,N/A,"Koffi et al. (2013) Insecticide resistance status of Anopheles gambiae s.s population from M'Bé: a WHOPES-labelled experimental hut station, 10 years after the political crisis in Côte d'Ivoire. Malar J. 2013 May 4;12:151",https://www.ncbi.nlm.nih.gov/pubmed/23641777,World Health Organization
IR000007493,Côte d’Ivoire,CI,Tonkpi,Man,Man,IRCI39,7.412090,-7.562108,Discriminating concentration bioassays,WHO tube test,Organochlorines,DDT,4%,1,2012,An. gambiae s.s.,NR,101,24hrs,42.00,Confirmed resistance,N/A,Koffi et al. (2013) Re-visiting insecticide resistance status in Anopheles gambiae from Côte d'Ivoire: a nation-wide informative survey. PLoS One. 2013 Dec 16;8(12):e82387,https://www.ncbi.nlm.nih.gov/pubmed/24358177,World Health Organization
IR000008286,Côte d’Ivoire,CI,Abidjan 2,Port Bouet-Vridi,Port-Bouet,IRCI55,5.248200,-3.919500,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Permethrin,0.75%,1,2012,An. gambiae s.s.,F0_ADULTS_(FROM_WILD_LARVAE),98,24hrs,50.00,Confirmed resistance,IPR,Koffi et al. (2013) Re-visiting insecticide resistance status in Anopheles gambiae from Côte d'Ivoire: a nation-wide informative survey. PLoS One. 2013 Dec 16;8(12):e82387,https://www.ncbi.nlm.nih.gov/pubmed/24358177,World Health Organization
IR000008287,Côte d’Ivoire,CI,Abidjan 2,Port Bouet-Vridi,Port-Bouet,IRCI55,5.248200,-3.919500,Discriminating concentration bioassays,WHO tube test,Organophosphates,Pirimiphos-methyl,0.25%,1,2012,An. gambiae s.s.,F0_ADULTS_(FROM_WILD_LARVAE),98,24hrs,70.40,Undetermined,IPR,Koffi et al. (2013) Re-visiting insecticide resistance status in Anopheles gambiae from Côte d'Ivoire: a nation-wide informative survey. PLoS One. 2013 Dec 16;8(12):e82387,https://www.ncbi.nlm.nih.gov/pubmed/24358177,World Health Organization
IR000008289,Côte d’Ivoire,CI,Abidjan 2,Port Bouet-Vridi,Port-Bouet,IRCI55,5.248200,-3.919500,Discriminating concentration bioassays,WHO tube test,Organochlorines,DDT,4%,1,2012,An. coluzzii,NR,101,24hrs,9.00,Confirmed resistance,N/A,Koffi et al. (2013) Re-visiting insecticide resistance status in Anopheles gambiae from Côte d'Ivoire: a nation-wide informative survey. PLoS One. 2013 Dec 16;8(12):e82387,https://www.ncbi.nlm.nih.gov/pubmed/24358177,World Health Organization
IR000008291,Côte d’Ivoire,CI,Abidjan 2,Port Bouet-Vridi,Port-Bouet,IRCI55,5.248200,-3.919500,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Deltamethrin,0.05%,1,2012,An. coluzzii,NR,96,24hrs,92.00,Possible resistance,N/A,Koffi et al. (2013) Re-visiting insecticide resistance status in Anopheles gambiae from Côte d'Ivoire: a nation-wide informative survey. PLoS One. 2013 Dec 16;8(12):e82387,https://www.ncbi.nlm.nih.gov/pubmed/24358177,World Health Organization
IR000008390,Côte d’Ivoire,CI,San-Pédro,San-Pédro,San-Pédro,IRCI57,4.758807,-6.691275,Discriminating concentration bioassays,WHO tube test,Carbamates,Carbosulfan,0.4%,1,2012,An. gambiae s.s.,F0_ADULTS_(FROM_WILD_LARVAE),78,24hrs,35.90,Confirmed resistance,IPR,Koffi et al. (2013) Re-visiting insecticide resistance status in Anopheles gambiae from Côte d'Ivoire: a nation-wide informative survey. PLoS One. 2013 Dec 16;8(12):e82387,https://www.ncbi.nlm.nih.gov/pubmed/24358177,World Health Organization
IR000008399,Côte d’Ivoire,CI,San-Pédro,San-Pédro,San-Pédro,IRCI57,4.758807,-6.691275,Discriminating concentration bioassays,WHO tube test,Organochlorines,DDT,4%,1,2012,An. coluzzii,NR,53,24hrs,59.00,Confirmed resistance,N/A,Koffi et al. (2013) Re-visiting insecticide resistance status in Anopheles gambiae from Côte d'Ivoire: a nation-wide informative survey. PLoS One. 2013 Dec 16;8(12):e82387,https://www.ncbi.nlm.nih.gov/pubmed/24358177,World Health Organization
IR000008776,Côte d’Ivoire,CI,Belier,Yamoussoukro,Yamoussoukro,IRCI77,6.781680,-5.270890,Discriminating concentration bioassays,WHO tube test,Carbamates,Carbosulfan,0.4%,1,2012,An. gambiae s.s.,NR,106,24hrs,25.00,Confirmed resistance,N/A,Koffi et al. (2013) Re-visiting insecticide resistance status in Anopheles gambiae from Côte d'Ivoire: a nation-wide informative survey. PLoS One. 2013 Dec 16;8(12):e82387,https://www.ncbi.nlm.nih.gov/pubmed/24358177,World Health Organization
IR000008781,Côte d’Ivoire,CI,Belier,Yamoussoukro,Yamoussoukro,IRCI77,6.781680,-5.270890,Discriminating concentration bioassays,WHO tube test,Organochlorines,Dieldrin,4%,10,2012,An. gambiae s.s.,NR,100,24hrs,32.00,Confirmed resistance,N/A,Koffi et al. (2013) Re-visiting insecticide resistance status in Anopheles gambiae from Côte d'Ivoire: a nation-wide informative survey. PLoS One. 2013 Dec 16;8(12):e82387,https://www.ncbi.nlm.nih.gov/pubmed/24358177,World Health Organization
IR000008782,Côte d’Ivoire,CI,Belier,Yamoussoukro,Yamoussoukro,IRCI77,6.781680,-5.270890,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Etofenprox,0.5%,1,2012,An. gambiae s.s.,NR,101,24hrs,20.00,Confirmed resistance,N/A,Koffi et al. (2013) Re-visiting insecticide resistance status in Anopheles gambiae from Côte d'Ivoire: a nation-wide informative survey. PLoS One. 2013 Dec 16;8(12):e82387,https://www.ncbi.nlm.nih.gov/pubmed/24358177,World Health Organization
IR000008790,Côte d’Ivoire,CI,Belier,Yamoussoukro,Yamoussoukro,IRCI77,6.781680,-5.270890,Discriminating concentration bioassays,WHO tube test,Organophosphates,Pirimiphos-methyl,0.25%,1,2012,An. gambiae s.s.,F0_ADULTS_(WILD_COLLECTED),102,24hrs,87.30,Undetermined,IPR,Koffi et al. (2013) Re-visiting insecticide resistance status in Anopheles gambiae from Côte d'Ivoire: a nation-wide informative survey. PLoS One. 2013 Dec 16;8(12):e82387,https://www.ncbi.nlm.nih.gov/pubmed/24358177,World Health Organization
IR000008846,Côte d’Ivoire,CI,Abidjan 1,Yopougon Ouest-Songon,Yopougon,IRCI81,5.324019,-4.138420,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Etofenprox,0.5%,1,2012,An. coluzzii,NR,103,24hrs,90.00,Possible resistance,N/A,Koffi et al. (2013) Re-visiting insecticide resistance status in Anopheles gambiae from Côte d'Ivoire: a nation-wide informative survey. PLoS One. 2013 Dec 16;8(12):e82387,https://www.ncbi.nlm.nih.gov/pubmed/24358177,World Health Organization
IR000008862,Côte d’Ivoire,CI,Agneby-Tiassa,Tiassale,Tiassale,IRCI67,5.890861,-4.830361,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Permethrin,0.75%,1,2012,An. gambiae s.s.,F0_ADULTS_(WILD_COLLECTED),77,24hrs,74.20,Confirmed resistance,IPR,Koffi et al. (2013) Re-visiting insecticide resistance status in Anopheles gambiae from Côte d'Ivoire: a nation-wide informative survey. PLoS One. 2013 Dec 16;8(12):e82387,https://www.ncbi.nlm.nih.gov/pubmed/24358177,World Health Organization
IR000008914,Côte d’Ivoire,CI,Indenie-Djuablin,Abengourou,Abengourou,IRCI1,6.729096,-3.496320,Discriminating concentration bioassays,WHO tube test,Pyrethroids,Deltamethrin,0.05%,1,2013,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),101,24hrs,97.00,Possible resistance,Institut Pierre Richet/ Côte d'Ivoire,"Camara et al. (2018) Mapping insecticide resistance in Anopheles gambiae (s.l.) from Côte d'Ivoire. Parasit Vectors. 2018 Jan 8,11(1):19",https://www.ncbi.nlm.nih.gov/pubmed/29310704,World Health Organization
IR000009358,Côte d’Ivoire,CI,Tonkpi,Biankouma,Biankouma,IRCI10,7.744694,-7.621524,Discriminating concentration bioassays,WHO tube test,Carbamates,Bendiocarb,0.1%,1,2013,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),103,24hrs,57.30,Confirmed resistance,Institut Pierre Richet/ Côte d'Ivoire,"Camara et al. (2018) Mapping insecticide resistance in Anopheles gambiae (s.l.) from Côte d'Ivoire. Parasit Vectors. 2018 Jan 8,11(1):19",https://www.ncbi.nlm.nih.gov/pubmed/29310704,World Health Organization
